customer_id,first_name,last_name,city,region,email,phone,gender,age,signup_date,membership_tier,loyalty_points,highest_freq_purchased_items
C001121,Joseph,Martinez,Berlin,EU,jenkinskara@example.com,732.825.1525x024,M,29,2022-11-09,Standard,1779,P000865
C001122,Michael,Jackson,Los Angeles,US,lwu@example.com,+1-636-727-5945x1943,F,33,2023-06-19,Standard,4158,P000244
C001123,Patricia,Ramirez,Madrid,EU,knapptaylor@example.com,954-596-5846x7856,F,55,2022-12-03,Standard,2331,P000270
C001124,Sarah,Hunt,Manchester,UK,christopherbowman@example.org,001-525-942-2849x1497,F,50,2023-01-24,Silver,2329,P000320
C001125,Scott,Kelly,Sydney,AU,sheltonrobin@example.org,874-887-8357x642,M,32,2023-05-22,Gold,318,P000010
C001126,Emily,Jones,Brisbane,AU,lisarice@example.org,505-457-2637,M,30,2022-10-04,Silver,1123,P000434
C001127,Vanessa,Pope,Manchester,UK,crystalscott@example.net,574.891.2789x049,M,62,2023-11-13,Gold,1774,P000272
C001128,Janice,Greer,Paris,EU,chelsea01@example.com,471.298.3720,F,68,2023-11-24,Standard,3360,P000959
C001129,Troy,Melendez,Berlin,EU,xblackwell@example.org,205-747-1840,M,49,2022-09-21,Standard,1744,P000189
C001130,Aaron,Burnett,Brisbane,AU,allendonald@example.com,+1-257-521-1943x1102,M,24,2023-02-10,Standard,3932,P000911
C001131,Marisa,Hernandez,Birmingham,UK,kaitlynortiz@example.net,001-257-445-0636x2078,M,57,2022-12-19,Silver,3598,P000192
C001132,Julia,Hartman,Brisbane,AU,crawfordalan@example.net,(580)228-7952x453,M,52,2022-06-15,Standard,4858,P000142
C001133,Monica,Fletcher,Chennai,IN,morganelizabeth@example.org,633-820-6736,F,24,2022-02-16,Standard,3023,P000284
C001134,Laura,Molina,Manchester,UK,alvarezjeanne@example.com,6325237107,M,35,2023-10-23,Standard,2147,P000896
C001135,John,Watson,New York,US,lblack@example.net,+1-639-796-2914x500,M,19,2022-02-17,Standard,4163,P000085
C001136,Stephanie,Wong,Bengaluru,IN,ssherman@example.net,917-489-3293,M,54,2023-11-24,Standard,2112,P000202
C001137,Dawn,Walton,London,UK,bryanterrell@example.net,622-984-0037x369,F,69,2023-05-22,Gold,986,P000976
C001138,Rebecca,Foster,New York,US,ucolon@example.com,+1-804-550-9686x255,F,39,2023-03-21,Silver,1999,P001081
C001139,David,Mueller,Hyderabad,IN,kathryn02@example.org,(658)947-6796x90668,F,78,2023-07-13,Standard,2172,P000750
C001140,Michael,Harvey,Manchester,UK,johnmyers@example.org,(600)502-7959,M,69,2022-02-20,Silver,837,P001030
C001141,Katrina,Garcia,Manchester,UK,faithfoster@example.com,354-709-0750,F,26,2022-03-06,Standard,593,P001030
C001142,Dan,Romero,Madrid,EU,uwilliamson@example.com,001-860-654-7632x0857,M,73,2023-02-27,Silver,2487,P001187
C001143,Susan,Lambert,Hyderabad,IN,michaelsolomon@example.com,+1-822-854-8808x86151,F,37,2023-03-26,Standard,3218,P000223
C001144,Joseph,King,Delhi,IN,kevin96@example.com,(804)824-3640,M,72,2022-10-24,Standard,4321,P000281
C001145,Michelle,Baker,London,UK,amanda21@example.org,+1-474-514-0102x46832,F,78,2023-12-14,Standard,3331,P001160
C001146,Shari,Davidson,London,UK,cmooney@example.net,+1-204-549-5418x6437,M,30,2023-04-11,Silver,136,P000014
C001147,Brad,Jones,San Francisco,US,friddle@example.net,+1-429-236-7815x136,F,69,2023-08-14,Standard,2147,P000581
C001148,Amanda,Rodriguez,Mumbai,IN,bryantjonathan@example.org,+1-321-419-3914x748,F,24,2023-10-20,Silver,2756,P000014
C001149,Gregory,Hopkins,Berlin,EU,carpentersean@example.com,664.873.6195x17327,F,55,2022-08-01,Standard,1368,P000102
C001150,Albert,Miller,Sydney,AU,nnguyen@example.com,8369522537,M,53,2022-08-16,Standard,4712,P001058
C001151,Priscilla,Wise,Bengaluru,IN,jessica96@example.net,+1-417-242-3356x040,M,25,2023-06-11,Silver,2466,P000463
C001152,Carol,Dunn,Hyderabad,IN,diaztammy@example.net,(789)871-8080x73449,M,80,2022-12-06,Silver,2490,P000896
C001153,Carly,Williams,Austin,US,qholloway@example.org,001-762-764-2161x786,M,64,2023-10-13,Silver,4068,P000320
C001154,Lisa,Larsen,Amsterdam,EU,emilyterry@example.net,(987)694-5928x1789,F,31,2022-06-05,Standard,202,P000568
C001155,Robin,Nielsen,London,UK,michelle44@example.com,(267)831-6305,M,51,2023-05-06,Platinum,4862,P000061
C001156,John,Patel,London,UK,aguilardominique@example.com,440.421.7224,F,24,2023-09-14,Gold,2732,P000499
C001157,Megan,Nelson,Birmingham,UK,catherine04@example.net,(541)713-9548x68948,M,54,2022-12-26,Standard,653,P000144
C001158,Victoria,Lynn,Manchester,UK,fcobb@example.net,940-968-4216x1371,F,61,2022-05-25,Platinum,3446,P000150
C001159,Jonathan,Ayala,Hyderabad,IN,karlajohnson@example.org,960.739.9086x865,M,19,2022-11-06,Standard,2837,P001086
C001160,Lauren,Newman,New York,US,davidhernandez@example.net,+1-369-914-1794x87706,F,57,2022-06-15,Standard,4944,P000110
C001161,Mason,Saunders,Delhi,IN,isanders@example.org,+1-452-472-0147x34570,F,51,2023-06-08,Standard,4197,P000242
C001162,Michael,Howell,New York,US,hgeorge@example.com,+1-887-898-1766x94136,M,30,2023-04-13,Silver,4312,P000205
C001163,Mark,Hull,Berlin,EU,thomasjones@example.org,(543)591-5768,M,40,2022-11-20,Standard,4868,P000809
C001164,Joshua,Carter,London,UK,michaelellison@example.net,001-694-941-6522,M,74,2023-12-03,Standard,830,P000951
C001165,Kimberly,Martinez,Chicago,US,melendezjoseph@example.com,(238)226-1959x42533,M,31,2022-06-24,Standard,4922,P000095
C001166,Andrew,Miller,Manchester,UK,jeffrey72@example.net,391-880-0024,F,31,2023-09-04,Standard,3347,P000118
C001167,Mark,Barber,Berlin,EU,oingram@example.org,201.845.6992x68387,F,56,2023-08-07,Gold,1751,P000740
C001168,Alicia,Drake,Chennai,IN,waynemathews@example.net,(717)276-8422x020,M,45,2023-03-18,Standard,2284,P000883
C001169,Mike,Doyle,Chennai,IN,emilyhood@example.com,539-868-8395x01753,M,39,2023-05-17,Standard,1289,P001160
C001170,Michael,Mendez,Los Angeles,US,john48@example.com,334-864-7307,M,56,2023-01-21,Standard,2780,P000755
C001171,Alfred,Miller,Berlin,EU,waltonjorge@example.net,(491)365-7555x5517,M,78,2022-01-13,Standard,3446,P001052
C001172,Rose,Brown,London,UK,harriscarolyn@example.org,799-722-2950x13338,M,54,2022-03-24,Standard,3483,P000779
C001173,Theresa,Perez,Brisbane,AU,jeffrey73@example.com,001-212-839-4724,F,49,2023-10-22,Standard,3883,P001065
C001174,Angel,Watson,Birmingham,UK,connormedina@example.net,+1-799-710-8731x490,M,42,2022-01-04,Standard,4980,P000966
C001175,Alison,Lucas,Berlin,EU,kanderson@example.org,+1-574-900-8165x7187,M,64,2023-01-17,Gold,2983,P000243
C001176,Matthew,Miller,Los Angeles,US,vanessawilliams@example.org,001-684-409-1063,M,20,2023-07-26,Silver,2235,P001099
C001177,Nicholas,Norman,Bengaluru,IN,wilsondaniel@example.com,001-690-792-1290x5157,M,33,2022-10-16,Silver,3244,P000476
C001178,Richard,Clark,Birmingham,UK,adammills@example.net,(346)717-6179x881,M,46,2023-08-04,Gold,3989,P001130
C001179,Daniel,Nash,Birmingham,UK,asmith@example.com,001-322-354-4388x6883,F,70,2022-07-20,Silver,2038,P000229
C001180,Kevin,White,Los Angeles,US,louis21@example.com,405-369-3545,F,23,2023-05-11,Standard,2608,P000103
C001181,Michael,Serrano,Amsterdam,EU,bakercaroline@example.com,+1-979-571-4487x52850,M,22,2022-05-22,Standard,3971,P000247
C001182,Amanda,Mcclain,Chicago,US,tylerevans@example.net,+1-396-382-0995x4859,M,19,2023-05-31,Standard,998,P000433
C001183,Austin,Short,Melbourne,AU,probinson@example.com,(753)559-7134x70840,F,32,2022-04-27,Silver,2675,P000128
C001184,Paul,Nguyen,Austin,US,rlee@example.org,001-686-628-0595,F,72,2022-01-03,Standard,2413,P000023
C001185,Paul,Ewing,San Francisco,US,susanorr@example.org,(550)380-5338,M,30,2022-01-25,Standard,4836,P000442
C001186,Brian,Munoz,Los Angeles,US,aprilking@example.net,524.245.3178,M,48,2022-01-07,Silver,1609,P000614
C001187,Gina,Neal,Berlin,EU,schmidtdaniel@example.org,830-743-0837,F,52,2023-07-02,Silver,4220,P000534
C001188,Cynthia,Smith,Hyderabad,IN,smithandrea@example.com,953-541-9166x996,M,64,2022-09-25,Standard,2233,P000253
C001189,Christopher,Garcia,Bengaluru,IN,natalie39@example.com,(377)656-3001x99635,M,57,2023-10-13,Silver,1004,P000737
C001190,Robert,Santos,Bengaluru,IN,sylviagallegos@example.org,254.412.8223,M,74,2023-11-16,Platinum,2591,P000331
C001191,Nicholas,Sandoval,New York,US,ycarroll@example.net,+1-783-736-6105,F,74,2023-11-30,Gold,4822,P000467
C001192,Brian,Lewis,New York,US,robert60@example.com,353-839-0985x435,M,38,2022-10-06,Standard,4887,P000706
C001193,Kyle,Castillo,Bengaluru,IN,jessica64@example.net,462-256-5967x0687,F,33,2023-03-10,Standard,1727,P000715
C001194,Brittany,Becker,San Francisco,US,williamsamy@example.com,+1-317-741-2282x77309,F,32,2022-09-01,Standard,2249,P000388
C001195,Christopher,Ramos,Bengaluru,IN,byrdbrittany@example.net,806-985-4400,M,19,2022-01-14,Silver,3744,P000021
C001196,Lindsay,Pacheco,Mumbai,IN,mthornton@example.com,(332)878-3970x976,M,72,2023-01-31,Standard,2838,P000283
C001197,Kimberly,Cervantes,Birmingham,UK,ashley37@example.org,6013668222,F,67,2022-02-14,Standard,3044,P000595
C001198,Ashley,Sloan,Madrid,EU,hornmichael@example.org,+1-828-760-2771x3048,F,38,2022-10-07,Silver,3303,P000353
C001199,Michelle,Henry,Los Angeles,US,ashley05@example.net,5966693905,M,77,2022-10-14,Standard,4747,P000720
C001200,Barbara,Brown,New York,US,uburke@example.net,(628)521-3001,F,73,2022-09-21,Standard,2359,P000144
C001201,Robert,Knight,Birmingham,UK,william05@example.org,925.686.1405,F,79,2023-06-29,Silver,3309,P000338
C001202,Andrea,Wagner,Birmingham,UK,jeffrey42@example.org,+1-606-451-1392x586,F,67,2022-07-06,Standard,1634,P000913
C001203,Micheal,Ortega,Paris,EU,julia87@example.com,001-697-824-1721x784,F,44,2022-05-25,Standard,85,P000263
C001204,Mark,Anderson,Sydney,AU,rebeccajones@example.net,966-850-5402x30988,F,61,2023-09-05,Silver,895,P000096
C001205,Stephanie,Johnston,Sydney,AU,dianafranco@example.net,001-487-995-8183x6538,M,49,2023-07-16,Standard,4218,P000594
C001206,Michelle,Ibarra,New York,US,thomasward@example.net,8726773720,M,59,2022-06-29,Standard,2939,P000457
C001207,Deborah,Walker,New York,US,tomkramer@example.com,+1-648-913-5499,F,52,2023-05-07,Standard,770,P000256
C001208,Sarah,Wagner,Amsterdam,EU,michelletrevino@example.net,(357)454-4688x49068,F,59,2022-05-13,Standard,662,P001163
C001209,Rose,Ramsey,San Francisco,US,mooreanne@example.org,001-957-842-6045x609,M,58,2022-03-19,Standard,3378,P001135
C001210,Shannon,Rich,Hyderabad,IN,rhardy@example.com,001-744-905-0004x36600,F,80,2023-01-08,Standard,435,P000300
C001211,Margaret,Moses,New York,US,schroedersarah@example.com,552.830.0786,F,55,2022-05-19,Standard,1268,P000465
C001212,Daniel,Marks,New York,US,john33@example.net,6154578795,M,48,2023-01-16,Silver,632,P000798
C001213,Abigail,Taylor,Hyderabad,IN,edward71@example.net,001-692-757-9348,F,56,2023-01-06,Standard,2154,P000849
C001214,Vincent,Yoder,Los Angeles,US,kimberlygrant@example.com,4136484161,M,31,2022-04-16,Standard,656,P000387
C001215,Victoria,Green,London,UK,rburgess@example.com,404-299-6183x12168,M,79,2022-06-05,Standard,675,P000046
C001216,Christine,Morris,Austin,US,tashatorres@example.org,306-901-1578x26896,F,18,2022-03-27,Silver,1857,P000596
C001217,Gregory,Wood,Los Angeles,US,mhood@example.com,9363598878,F,57,2023-12-20,Standard,2035,P000143
C001218,Heather,White,Melbourne,AU,cynthia57@example.com,870.282.9793,F,48,2022-02-19,Silver,148,P000862
C001219,Robert,Fry,New York,US,nicole10@example.org,001-856-687-4325,F,46,2022-08-06,Standard,1807,P000014
C001220,Erik,Brown,New York,US,daniel97@example.com,389.287.6854x474,M,57,2023-09-13,Standard,2311,P000567
C001221,Jerome,Rhodes,Manchester,UK,aprilnichols@example.org,(782)576-4472,M,19,2023-09-03,Silver,3051,P000147
C001222,Chase,Brown,New York,US,hmason@example.com,717-423-2804,M,39,2022-07-23,Standard,603,P000216
C001223,Virginia,Combs,Chennai,IN,zcarter@example.net,974-785-7684,F,78,2023-07-02,Silver,3410,P000858
C001224,Amanda,Kelley,Paris,EU,justin99@example.net,(692)403-9439,M,45,2022-02-15,Standard,4633,P000326
C001225,Linda,Newton,Manchester,UK,richard44@example.com,(353)827-7681x647,M,31,2022-08-20,Standard,4087,P000161
C001226,Natasha,Day,London,UK,zstokes@example.com,001-628-667-5208,M,73,2022-07-11,Standard,1850,P001192
C001227,Michael,Roberts,Austin,US,paulterry@example.com,001-200-518-9591x342,F,66,2022-04-20,Standard,1331,P001060
C001228,Rebekah,Wilson,Sydney,AU,dyerdavid@example.org,(278)507-1779,F,56,2022-05-12,Gold,384,P000117
C001229,Cristina,Parker,Berlin,EU,fryepedro@example.org,284-580-6176x26175,F,74,2022-01-29,Standard,2466,P000342
C001230,Andrea,Hawkins,Manchester,UK,karenrubio@example.net,432.852.7851,F,33,2023-04-22,Standard,2412,P000117
C001231,Joseph,Pace,Manchester,UK,rodriguezjeanne@example.org,+1-448-249-7248x665,M,44,2022-04-26,Silver,103,P000678
C001232,John,Jones,Los Angeles,US,julia76@example.com,553-751-4347x37453,F,44,2023-06-02,Standard,4760,P001117
C001233,Steven,Martin,Mumbai,IN,hortonrebecca@example.org,8503050722,F,53,2023-01-22,Standard,2626,P000706
C001234,Christopher,Cruz,New York,US,williamsrandy@example.com,(277)309-0710,F,46,2022-03-28,Platinum,2434,P000382
C001235,April,Day,San Francisco,US,jason58@example.com,001-938-626-6928x34879,F,43,2023-07-19,Silver,660,P000345
C001236,Lauren,Martin,Brisbane,AU,bridgetcastro@example.com,+1-773-684-9670x87573,M,25,2022-03-29,Silver,448,P000011
C001237,Carol,Ortiz,Bengaluru,IN,leachgregory@example.com,+1-858-802-6443x1620,F,18,2022-04-11,Platinum,2750,P001160
C001238,Peter,Humphrey,Los Angeles,US,ejones@example.net,391-724-1810,F,54,2023-07-30,Standard,360,P000426
C001239,Karla,Goodman,Birmingham,UK,khenry@example.com,+1-340-384-7945x575,M,57,2022-08-12,Gold,2450,P000353
C001240,Brett,Shea,Amsterdam,EU,jessica97@example.org,001-826-532-2528,F,74,2023-05-26,Silver,2809,P001160
C001241,Sally,Hardin,Manchester,UK,sullivanjesus@example.com,+1-303-281-3742x827,F,20,2022-11-26,Silver,4961,P001126
C001242,Robert,Roberson,Manchester,UK,liuscott@example.com,330-788-8458x09027,M,29,2023-04-15,Silver,526,P000551
C001243,Melissa,Spence,Berlin,EU,andrewleon@example.net,+1-757-661-6947x235,F,26,2022-07-26,Standard,4919,P000465
C001244,Shawn,Guzman,Amsterdam,EU,louis20@example.com,001-839-880-0985x144,M,61,2023-03-25,Gold,4380,P000111
C001245,Faith,Clark,Chicago,US,mitchellcurtis@example.net,+1-648-647-0567,M,65,2023-06-08,Silver,2832,P000150
C001246,Jackie,Nunez,Chennai,IN,hansenapril@example.net,468.748.4560x0153,F,74,2022-10-30,Standard,1371,P001192
C001247,Adam,Weber,Chennai,IN,millermichelle@example.net,(912)747-2304x66020,F,31,2023-05-25,Silver,3169,P000139
C001248,Mary,Rollins,Los Angeles,US,madisonmitchell@example.org,001-422-851-7854x005,M,51,2023-08-01,Silver,2261,P000382
C001249,Linda,Cain,Manchester,UK,sonya62@example.net,641-327-6952,M,63,2023-11-18,Standard,3696,P000474
C001250,Philip,Todd,Madrid,EU,andreafarmer@example.net,788-569-5729x4279,M,19,2022-07-18,Gold,2620,P000426
C001251,Jason,Adams,Melbourne,AU,reesevictoria@example.org,453.741.1596,F,21,2023-05-01,Silver,2336,P000742
C001252,Melissa,Edwards,Los Angeles,US,candice82@example.net,001-399-552-1385x6845,F,53,2022-05-18,Silver,3078,P000171
C001253,Karen,Thomas,Mumbai,IN,william24@example.net,242-755-4440,F,37,2023-07-19,Standard,3825,P000210
C001254,Brittany,Palmer,London,UK,alex54@example.com,6857655206,F,63,2023-08-11,Standard,1426,P000833
C001255,Luis,Simpson,Austin,US,felicia05@example.org,(969)349-8871,F,80,2023-07-22,Silver,3447,P000315
C001256,Kyle,Cannon,Chicago,US,brandonhunt@example.org,688-796-3210x227,F,45,2022-12-17,Standard,1015,P000836
C001257,Beth,Hoffman,Birmingham,UK,courtney42@example.net,(856)329-2475,F,30,2023-07-10,Standard,132,P000779
C001258,Christine,Williams,San Francisco,US,katiesalas@example.net,001-258-443-7254x726,M,18,2022-01-15,Platinum,1862,P000488
C001259,Tiffany,White,Melbourne,AU,thomas66@example.com,610-913-1190x73710,M,57,2022-07-05,Standard,1267,P001186
C001260,Carla,Wilson,San Francisco,US,tharris@example.org,(757)544-4439,M,56,2023-01-21,Silver,4370,P000265
C001261,Sara,Schwartz,Birmingham,UK,teresajohnston@example.net,898-951-9654x8278,M,74,2022-11-24,Silver,3015,P000505
C001262,Randy,Cervantes,Chicago,US,aneal@example.com,837.207.3626x27889,M,42,2023-11-22,Gold,495,P000367
C001263,Philip,Scott,Bengaluru,IN,martinezjeremy@example.com,688-676-8229,M,67,2023-12-25,Standard,4263,P000891
C001264,Alan,Jensen,Birmingham,UK,nortonronnie@example.org,870.333.2098x99382,F,58,2023-09-17,Silver,297,P000994
C001265,John,White,London,UK,rbrown@example.com,001-602-839-5767x2510,M,41,2022-04-26,Standard,2545,P000706
C001266,Sergio,Gibson,Paris,EU,vwang@example.org,+1-574-794-9585,F,76,2023-01-17,Platinum,4130,P000116
C001267,Rhonda,Estes,Birmingham,UK,ostephenson@example.net,461-706-1614,F,73,2023-04-14,Gold,956,P000610
C001268,Brian,Sanchez,New York,US,alyssagallagher@example.net,391.712.8964x1748,F,45,2023-08-06,Standard,1765,P000936
C001269,James,Carrillo,Birmingham,UK,robertsjon@example.net,494-945-1837,F,66,2022-11-10,Gold,3845,P001003
C001270,David,Morris,New York,US,juanmacdonald@example.org,799.422.4345x74309,F,20,2022-02-23,Standard,2428,P000750
C001271,April,Gregory,Bengaluru,IN,hoffmansamantha@example.net,413.483.1040,M,47,2022-04-10,Standard,4655,P000566
C001272,Joyce,Villarreal,Brisbane,AU,jenniferhernandez@example.com,304-575-2010x3057,M,41,2023-02-03,Standard,809,P000040
C001273,Paul,Wilson,New York,US,yvette80@example.net,886.934.3413,F,63,2023-12-08,Standard,1428,P000035
C001274,Seth,Smith,Mumbai,IN,brownjasmine@example.net,904-885-7820x3918,M,52,2022-08-10,Gold,3099,P000338
C001275,William,Sanders,Birmingham,UK,theresa75@example.net,(238)378-4382,F,32,2022-11-26,Gold,3827,P000072
C001276,Gavin,Little,Melbourne,AU,megan10@example.net,405-650-6824x9527,M,29,2022-01-12,Standard,3608,P000368
C001277,Jody,Petty,Hyderabad,IN,joshua68@example.net,001-213-321-0082,F,49,2022-11-17,Silver,3291,P000158
C001278,Joseph,Wong,Delhi,IN,michael62@example.com,+1-829-403-1125,M,21,2022-07-12,Standard,1373,P000302
C001279,Tyler,Smith,Austin,US,sean77@example.org,(402)428-4222,F,19,2022-02-15,Gold,1920,P000207
C001280,Jason,Hayes,Manchester,UK,charlesmiller@example.net,953.749.9515x64759,F,24,2022-07-15,Standard,1141,P000309
C001281,Rebecca,Hart,Melbourne,AU,zbarber@example.org,(971)229-1207x87800,M,33,2023-03-15,Standard,2109,P000276
C001282,Nicholas,Olson,Brisbane,AU,agonzalez@example.org,722.924.1481x35704,F,63,2022-03-25,Silver,4941,P001146
C001283,Kim,White,Birmingham,UK,johnhamilton@example.net,(737)289-0590,M,32,2022-10-21,Standard,3336,P000272
C001284,Paula,Matthews,Los Angeles,US,rmacias@example.net,001-604-378-1887x107,F,45,2023-05-11,Silver,4663,P000263
C001285,Jonathan,Sanders,Chennai,IN,imurphy@example.net,459-945-2060x3222,F,22,2023-04-27,Standard,2380,P000021
C001286,Katherine,Torres,Brisbane,AU,megan70@example.com,577-526-4881x76175,M,53,2023-03-12,Gold,4213,P000058
C001287,David,Baker,Melbourne,AU,manuel32@example.net,(981)586-6990,M,74,2023-02-22,Silver,4761,P000476
C001288,Deanna,Moore,Manchester,UK,tiffany53@example.com,899-592-4686,M,38,2022-11-09,Standard,1284,P001053
C001289,Michael,Sparks,New York,US,butlernancy@example.net,6383594559,M,29,2022-05-15,Standard,663,P000315
C001290,Daniel,Burnett,Sydney,AU,ericwallace@example.com,785-946-7870x0986,M,56,2022-04-10,Standard,4978,P001153
C001291,Nancy,Gonzales,Hyderabad,IN,whitechad@example.com,(686)508-5423x71799,F,22,2022-10-10,Silver,787,P000521
C001292,Jessica,Gray,London,UK,bobby78@example.net,896-224-5800x8742,F,73,2022-05-09,Silver,1307,P000825
C001293,Briana,Flynn,Austin,US,david59@example.org,472.645.6898x8598,F,59,2022-01-25,Gold,2708,P000250
C001294,Kathryn,Carter,Chicago,US,hhoffman@example.net,+1-800-482-8304,F,76,2023-04-08,Standard,4982,P000081
C001295,Douglas,Fernandez,Brisbane,AU,soconnor@example.com,(529)371-5834x76800,F,78,2022-12-12,Silver,4938,P000046
C001296,Shawn,Goodman,Delhi,IN,heididrake@example.org,+1-417-839-5616x16463,M,37,2022-09-17,Silver,2478,P000903
C001297,Jennifer,Mercer,Mumbai,IN,michael90@example.net,343-251-8345x81949,M,29,2022-05-01,Platinum,3273,P001078
C001298,Barry,Duarte,Manchester,UK,whitneynatalie@example.org,(212)689-3055x022,F,22,2022-02-01,Gold,4638,P001058
C001299,Taylor,Joseph,San Francisco,US,thorntonjames@example.net,3558397475,M,21,2023-06-08,Standard,4892,P000477
C001300,Jacob,Long,Berlin,EU,groberts@example.net,(712)687-1819x2395,F,80,2023-12-01,Standard,3280,P000361
C001301,Jennifer,Sandoval,Paris,EU,samantha70@example.org,+1-522-432-9251x0789,M,40,2022-05-15,Standard,1969,P001057
C001302,Douglas,Jones,Manchester,UK,ojones@example.org,+1-366-380-2717,F,46,2022-08-02,Silver,1334,P001067
C001303,Patricia,Benson,Hyderabad,IN,victoriamiller@example.net,001-312-939-1580x7524,M,38,2023-06-24,Silver,503,P000328
C001304,Patricia,Reed,Melbourne,AU,jeremy71@example.net,+1-234-507-4254x39840,F,47,2023-02-05,Standard,4648,P000135
C001305,James,Rice,Austin,US,eramirez@example.org,(592)885-4799x42310,M,73,2023-08-25,Silver,761,P000688
C001306,Christopher,Buckley,Paris,EU,christopher51@example.net,817-453-7059,M,62,2022-06-05,Silver,2099,P000893
C001307,Andrew,Poole,Mumbai,IN,haleandrew@example.net,795-746-5707x346,M,39,2022-01-05,Silver,1988,P000295
C001308,Kevin,Johnson,Chicago,US,matthew53@example.org,468-492-9910x940,M,66,2022-02-04,Standard,4958,P000224
C001309,Nicholas,Dougherty,Chicago,US,dbriggs@example.net,3897733735,M,22,2022-03-08,Silver,4155,P000477
C001310,Ashley,Mcintyre,Hyderabad,IN,adamseric@example.com,+1-375-901-5887x1264,M,59,2022-04-29,Standard,4460,P000001
C001311,John,Wade,Mumbai,IN,michaelmyers@example.net,(542)965-6979,F,44,2022-05-28,Standard,3790,P001034
C001312,Christopher,Ruiz,San Francisco,US,jamesjordan@example.net,805.693.6007x7218,F,18,2022-10-19,Standard,882,P000277
C001313,Julie,Leonard,Delhi,IN,rchristensen@example.net,827.833.0912x46308,F,36,2023-01-26,Standard,4684,P000062
C001314,Daniel,Love,Melbourne,AU,christy75@example.net,+1-831-488-9972,M,22,2022-11-23,Standard,609,P000336
C001315,Scott,Walker,Manchester,UK,thamilton@example.com,837-692-2362,M,22,2022-10-17,Silver,3067,P000864
C001316,Eric,Wells,Birmingham,UK,ybeck@example.com,(825)359-9210x0879,F,66,2022-05-17,Silver,3580,P000339
C001317,John,Lopez,San Francisco,US,khaynes@example.org,737.757.9477,F,30,2023-06-19,Standard,936,P000102
C001318,David,Dixon,London,UK,kathygalloway@example.org,520-789-6611x6610,M,52,2023-05-24,Silver,4525,P000566
C001319,Anthony,Miller,Hyderabad,IN,belltamara@example.net,+1-243-402-9461x359,M,31,2023-01-16,Standard,3534,P000174
C001320,Jennifer,Garcia,New York,US,fthompson@example.com,730-577-3915,M,18,2023-12-07,Platinum,1791,P000188
C001321,Brad,Lewis,Sydney,AU,tholmes@example.net,247-658-0022x8839,F,32,2023-05-01,Standard,3450,P000442
C001322,Patricia,King,Brisbane,AU,judy17@example.com,+1-776-540-6738x1130,F,45,2022-09-20,Standard,74,P000424
C001323,Christopher,Pham,Birmingham,UK,aochoa@example.com,+1-587-534-0980x1425,M,50,2022-01-07,Standard,3112,P000504
C001324,Rebecca,Jacobs,Los Angeles,US,danielsmith@example.org,001-800-480-2300x0698,F,70,2023-02-11,Standard,2041,P000735
C001325,Edward,Moore,Birmingham,UK,rgarcia@example.net,819.757.8344x477,F,79,2022-06-17,Standard,320,P000098
C001326,Steven,Knight,London,UK,friedmanadrian@example.com,001-265-324-0024x003,F,36,2023-07-16,Standard,3000,P000520
C001327,Brittany,Flowers,Brisbane,AU,thomas65@example.net,+1-338-695-7440x39428,M,35,2022-02-16,Standard,4626,P000007
C001328,Leonard,Palmer,San Francisco,US,patrick17@example.com,6895036665,M,32,2023-08-26,Standard,1037,P001168
C001329,Carrie,Gray,Birmingham,UK,gary21@example.com,7609478561,F,51,2023-12-23,Standard,632,P000049
C001330,Cole,Chen,Brisbane,AU,shannondavis@example.org,565-877-6614x4794,M,57,2022-03-14,Gold,2137,P000026
C001331,Natasha,Guerrero,Mumbai,IN,hartashley@example.net,9782789076,M,70,2023-11-14,Standard,2016,P000972
C001332,Lee,Brown,Birmingham,UK,xdoyle@example.org,+1-712-717-7961x44754,M,32,2023-01-03,Standard,1648,P000191
C001333,Teresa,Parker,Austin,US,dbishop@example.org,+1-977-398-1380x304,M,78,2022-07-28,Standard,967,P000183
C001334,Christina,Daniels,Los Angeles,US,sanderswayne@example.org,(880)249-1753x2076,M,56,2022-05-11,Silver,4367,P000148
C001335,Michael,Mccarty,Paris,EU,isaacberry@example.com,001-779-553-4553x0609,F,54,2022-05-29,Standard,1289,P000849
C001336,Paula,Kirk,London,UK,jalvarez@example.com,993.328.3911x8883,F,27,2022-08-11,Standard,3618,P000062
C001337,Darrell,Munoz,Manchester,UK,brian90@example.net,+1-720-941-4940x3642,F,18,2022-09-23,Standard,1226,P000030
C001338,Roy,Murray,Madrid,EU,marksmith@example.org,551.804.3995x4500,M,41,2022-09-12,Standard,566,P000693
C001339,Kevin,Cervantes,Amsterdam,EU,lauren98@example.org,(679)360-7917x81172,F,79,2022-06-21,Standard,3478,P000096
C001340,Kathryn,Harris,Hyderabad,IN,reidmichael@example.org,246.238.7739,M,75,2023-02-19,Standard,3944,P000059
C001341,Tamara,Crawford,Bengaluru,IN,fgarcia@example.org,425.480.8382,M,79,2023-08-29,Silver,1137,P000610
C001342,Brian,Alvarez,Mumbai,IN,lewislindsay@example.net,(404)995-5567x196,M,58,2022-10-24,Standard,40,P000331
C001343,Thomas,Mays,Austin,US,kurt90@example.net,448-855-0316x232,M,27,2023-07-27,Standard,3162,P000272
C001344,Mary,Baker,Chennai,IN,vbaker@example.org,265-850-7359x61239,F,78,2022-04-29,Silver,2009,P000342
