customer_id,name,email,phone,address,city,state,postal_code,country,signup_date,loyalty_score,customer_segment,preferred_categories
c102034,Donald Moran,carmenesparza@gmail.com,913821729521,7823 Webb Meadows Suite 659,Gailside,Montana,29880,Korea,2024-06-01,98.04,bronze,electronics
c102035,Samantha Keller,matthew71@gmail.com,248187063378,2673 Mary Summit Apt. 361,Stephaniebury,Montana,40940,Australia,2023-02-19,22.71,bronze,electronics|beauty
c102036,Mr. Angel Hester,staceyryan@hotmail.com,749596241324,231 Guerrero Corner,Garystad,North Dakota,19924,Guam,2024-01-04,24.25,platinum,beauty
c102037,Dawn Frank,kingkevin@hotmail.com,500869920510,159 Walton River Apt. 834,Edwinbury,Minnesota,18255,Kenya,2024-12-15,21.05,silver,electronics
c102038,Adam Olson,hillmarisa@yahoo.com,236917032422,77921 Stephen Camp Suite 245,Smithtown,Connecticut,21378,Sao Tome and Principe,2023-08-05,12.59,gold,grocery|beauty
c102039,Bryan Jackson,hartamanda@gmail.com,709431521199,8625 Neal Course,Rickchester,Oklahoma,71659,Zambia,2021-09-10,46.27,bronze,home
c102040,William Cruz,deborah45@yahoo.com,062853674928,13635 Lee Crest Apt. 311,Lake Sarah,West Virginia,07317,Jordan,2023-12-16,26.45,platinum,clothing
c102041,Donna Collins,pennyduncan@hotmail.com,497910303379,1850 Christina Locks,Williamschester,Kentucky,37539,Tanzania,2021-03-07,85.9,bronze,home|clothing
c102042,Daniel Johnson,timothy61@yahoo.com,692600542863,0885 Scott Greens Suite 413,West Amber,Idaho,94710,Ecuador,2021-11-25,19.9,bronze,beauty|home
c102043,Heather Thomas,stevesanchez@gmail.com,177998904381,3105 Johnson Tunnel,Martineztown,Texas,34952,Malaysia,2023-11-26,69.92,bronze,home|grocery
c102044,John Hensley,ecarlson@gmail.com,821092009114,68509 Ford Fields,Lake Paul,Kentucky,51738,Netherlands,2021-10-09,60.22,bronze,clothing|home
c102045,Zachary Walters,austinaustin@gmail.com,238223537557,059 Karen Island Apt. 188,Hernandezchester,South Carolina,53117,Guyana,2024-10-13,72.78,bronze,beauty|home
c102046,Samantha Alexander,utucker@yahoo.com,130848397200,29568 Gomez Inlet Apt. 670,Curryshire,Vermont,98428,Lithuania,2024-03-10,39.71,silver,home
c102047,Alejandra Robinson,cainnicole@hotmail.com,438801531500,3485 Hartman Isle,Raymondview,California,96768,Kenya,2022-07-04,57.87,silver,electronics|grocery
c102048,Elizabeth Ware,gprice@hotmail.com,257981695352,360 Wolf Ferry Suite 990,Joycetown,California,81029,Venezuela,2021-03-01,41.94,silver,home
c102049,Kenneth Edwards,mannwilliam@yahoo.com,244574342595,86952 Nancy Stream,North Terri,Nevada,20710,Mauritania,2023-06-08,44.01,silver,beauty|electronics
c102050,Ricky Taylor,williamsstephen@yahoo.com,132570441482,02595 Beard Views Suite 739,New Tracy,Hawaii,84356,Iran,2021-10-04,25.84,bronze,clothing|home
c102051,Ian Williams,xmoore@hotmail.com,435395956917,0367 Thomas Loaf,Port Brandon,Minnesota,85975,Cocos (Keeling) Islands,2021-03-06,76.98,bronze,home
c102052,John Harris,jennifer11@hotmail.com,487890529184,002 Ballard Path,Dixonmouth,New Jersey,26592,Bouvet Island (Bouvetoya),2022-03-13,28.34,bronze,beauty
c102053,Mrs. Brooke Patrick,shawnclayton@hotmail.com,405334016478,609 James Cliff,Gomezmouth,California,03271,Bulgaria,2023-06-03,58.36,bronze,electronics|grocery
c102054,Melissa Cisneros,likeith@yahoo.com,819322061525,177 Elliott Brooks,Steventon,Alabama,52980,Cocos (Keeling) Islands,2024-08-01,51.28,silver,beauty
c102055,Robert Stark,pinedalisa@yahoo.com,748909239360,0706 Williams Knolls Suite 965,South Jamie,Oklahoma,32788,Barbados,2023-04-19,88.57,silver,grocery
c102056,Caitlin Singleton,donaldvelasquez@hotmail.com,016244451696,0340 Obrien Pike,Jeffreymouth,Virginia,06317,South Georgia and the South Sandwich Islands,2022-01-03,21.47,bronze,home|grocery
c102057,Vanessa Garrett,john39@hotmail.com,916545948062,79586 Shane Knoll Apt. 933,Port Stephanie,Georgia,07081,Sudan,2022-07-26,55.3,bronze,home
c102058,Joshua Yates,morriskristi@hotmail.com,528134978575,66103 Daniel Pine,Thompsonmouth,Wisconsin,06144,Peru,2024-09-03,67.2,silver,clothing
c102059,Ricky Flores,brandonelliott@hotmail.com,294264977070,6215 Rivera Oval Suite 216,New Nicolefort,Minnesota,74857,Solomon Islands,2024-11-26,20.24,bronze,beauty|grocery
c102060,Ashley Bradley,kingjoseph@hotmail.com,654782924098,6118 Salas Vista Apt. 749,North Robertside,Arizona,20540,Tunisia,2021-12-08,53.96,bronze,beauty|grocery
c102061,Colton Brooks,dmccullough@yahoo.com,163592444507,7889 Lauren Underpass Suite 939,Henrystad,Utah,87908,British Indian Ocean Territory (Chagos Archipelago),2023-07-03,57.17,silver,home
c102062,Brandi Pennington,crawfordkenneth@gmail.com,203736001452,29142 Joseph Courts,Chapmanshire,Massachusetts,29286,Malawi,2024-05-12,75.53,silver,home
c102063,Adrian Webb,robert09@gmail.com,514903331393,7207 Christopher Lake,Burnschester,Utah,23452,Venezuela,2021-02-19,39.91,gold,beauty|home
c102064,Ryan Howard,richardarroyo@gmail.com,180303879426,54755 Marvin Throughway Suite 983,East Chelsea,Pennsylvania,09971,Reunion,2022-12-27,80.17,silver,grocery|beauty
c102065,Stephanie Martin,franklincarlos@hotmail.com,770198277179,8587 Kim Drives Apt. 774,Lancestad,Missouri,47681,Korea,2021-06-16,92.46,gold,clothing
c102066,Travis Richard,vstafford@hotmail.com,481328180129,445 Hebert Islands Apt. 640,Rodriguezport,South Dakota,75336,Belize,2023-11-26,21.28,bronze,home|beauty
c102067,Andrew Reynolds,douglas40@hotmail.com,564543129038,1294 Lopez Prairie Apt. 633,Johnsonton,Rhode Island,46217,British Virgin Islands,2021-02-02,98.09,bronze,grocery|clothing
c102068,Ronald Obrien,sheltonjack@gmail.com,761584251187,31858 Tiffany Square,East Cindy,Minnesota,64845,Anguilla,2024-12-22,39.78,bronze,grocery
c102069,Thomas Johnson,udickerson@hotmail.com,485436274818,78529 Reynolds Estates,Dianafurt,Oklahoma,42076,British Virgin Islands,2023-07-20,96.09,bronze,grocery
c102070,Jennifer Freeman,gina69@gmail.com,429003916102,11704 Keith Parks,Hallport,North Carolina,06961,Holy See (Vatican City State),2024-01-08,60.71,bronze,electronics|grocery
c102071,Nicholas Ford,andersonvictor@gmail.com,016316295810,96767 Jones Lodge Suite 064,Morganhaven,Ohio,86128,France,2024-05-28,57.4,bronze,grocery|beauty
c102072,Rebecca Baker,justinbrown@yahoo.com,453868451265,6731 Wood Island Suite 178,East Christopher,Georgia,50289,Zambia,2024-10-17,32.8,gold,home|electronics
c102073,Ashley Gutierrez,andrew63@yahoo.com,856977104568,3424 Jamie Ridges,New Nancy,South Dakota,62697,Algeria,2021-07-20,69.81,bronze,grocery
c102074,Evelyn Bailey,phillipalvarez@gmail.com,861821140848,61547 Laurie Cliff Suite 275,Mccoybury,Virginia,24627,Antigua and Barbuda,2022-09-29,23.09,bronze,grocery|clothing
c102075,Brandon Grimes,ryanlynch@gmail.com,480233523584,83846 Shannon Prairie Apt. 698,West Markchester,Connecticut,25864,Somalia,2023-06-07,89.37,bronze,beauty|home
c102076,Nicole Williams,thomas51@hotmail.com,424258465899,57176 Lee View,Brittanyview,Alaska,69086,Saint Pierre and Miquelon,2023-04-17,37.29,bronze,grocery|electronics
c102077,Natalie Marshall,taylormcmillan@gmail.com,927714004640,817 Ryan Pass Suite 752,Normaburgh,Delaware,51689,French Guiana,2024-12-23,36.45,gold,electronics
c102078,Mariah Schwartz,rodriguezzachary@hotmail.com,954852112159,33817 Hernandez Manor Apt. 177,South Christyton,Vermont,43712,Vietnam,2022-12-07,7.31,bronze,electronics
c102079,Craig Brown,greenejoel@gmail.com,514364629690,521 Kimberly Expressway Suite 712,Amandaview,Alabama,39182,South Georgia and the South Sandwich Islands,2021-03-18,39.47,bronze,clothing|beauty
c102080,Robert Romero DDS,kimmark@yahoo.com,007974076856,255 John Place Suite 954,Paynetown,Florida,23715,Zambia,2021-04-12,20.05,silver,clothing|home
c102081,Logan Henderson,ecox@hotmail.com,595962742334,343 Johnson Mountain,Jacobchester,North Carolina,49578,Lesotho,2024-01-14,56.74,bronze,electronics
c102082,Todd Brown,lopezjose@hotmail.com,327661639848,2251 Lauren Orchard,Aprilstad,Indiana,24040,Gambia,2024-01-01,93.97,silver,clothing|grocery
c102083,Anthony Bennett,catherinerodriguez@hotmail.com,855420609939,78949 Matthew Avenue,Garciafort,New Jersey,24208,Wallis and Futuna,2024-09-25,19.46,silver,grocery|home
c102084,Jorge Johnson,charles34@hotmail.com,579681032022,73281 Salazar Well,Katherineport,Indiana,08956,Cambodia,2022-07-19,97.48,silver,grocery
c102085,Jason Wright,hensleykeith@yahoo.com,781411958736,340 Spence Common Apt. 005,Lopezshire,Mississippi,27508,Colombia,2022-01-25,37.15,bronze,clothing|beauty
c102086,Keith Romero,jeffreymartinez@yahoo.com,629968175481,33521 Sullivan Divide Apt. 247,Samanthahaven,New Mexico,74909,Bulgaria,2024-02-29,47.25,silver,clothing
c102087,Angela Bell,hallbrian@hotmail.com,979780878417,9393 Carlson Ports Suite 995,Lopezberg,Arkansas,27493,Uganda,2022-07-29,50.42,bronze,grocery|electronics
c102088,Bryan Turner,wilsonlori@yahoo.com,389331386349,2493 Adkins Creek,West Coryfurt,Idaho,73360,Uruguay,2022-07-23,34.94,bronze,beauty|grocery
c102089,Michael Blackburn,sawyerjohn@gmail.com,640403976211,9043 Daniel Rue,North Charlotte,Oregon,15204,Chile,2024-10-17,45.91,bronze,beauty
c102090,Charles Horne,bryce50@gmail.com,641509957568,343 Matthew Village,New Jeffrey,Connecticut,34473,Myanmar,2024-03-03,67.36,bronze,grocery
c102091,Chad Moss,kimberlyclark@hotmail.com,347262471939,2773 Amy Squares Apt. 403,Mitchellton,Alabama,90706,Chad,2021-01-04,34.45,silver,home
c102092,Heather Mcgrath,albert46@hotmail.com,651727753291,655 Carter Coves,Brendatown,Alaska,09984,Saint Pierre and Miquelon,2024-10-03,46.4,silver,grocery
c102093,Lisa Robinson,jonathansmith@gmail.com,283436445663,6958 Sarah Heights,Andrewfurt,Nebraska,40005,Georgia,2021-06-24,69.18,silver,home|electronics
c102094,Jacob Rivera,washingtonbecky@hotmail.com,002883492844,74298 Monica Brooks Apt. 794,Anthonyton,Alabama,08995,Afghanistan,2024-04-20,31.62,bronze,electronics|home
c102095,Erin Moreno,dwells@gmail.com,496442216968,869 Silva Motorway,Port Kelly,Massachusetts,81728,Jersey,2021-10-26,54.73,gold,grocery
c102096,Chelsea Ward,davidmacdonald@gmail.com,526057948157,01544 Ward Fall,Tracifort,Kansas,62989,Philippines,2023-12-22,42.86,bronze,electronics
c102097,Kimberly Dixon,padilladwayne@gmail.com,287078961783,0915 Chavez Estate,East Jack,Vermont,18185,Iran,2023-03-06,6.34,gold,grocery
c102098,Ann Winters,douglas98@hotmail.com,209912423483,618 Carrillo Lodge,Thomashaven,Minnesota,63359,Congo,2024-01-11,69.94,silver,beauty
c102099,Michael Baldwin,angela77@gmail.com,673390921370,74031 Garza Route,Yatesbury,Kentucky,11760,Mauritania,2024-03-15,47.57,bronze,beauty
c102100,Tina Mullins,rpearson@yahoo.com,502186459821,51763 Davis Shoal Apt. 854,Lake Lauraton,Illinois,19306,Guinea-Bissau,2024-11-02,58.46,bronze,home
c102101,Frank Lawrence,james72@gmail.com,600642092259,670 Pratt Walks,North Paultown,Connecticut,97911,Saudi Arabia,2023-09-28,82.8,bronze,clothing
c102102,David Cochran,derekclark@hotmail.com,354337453656,7412 Melinda Forges,West Leon,Missouri,24959,Chad,2022-08-19,16.37,silver,home|beauty
c102103,Cristina Oliver,sthomas@hotmail.com,396099607939,1507 Courtney Circle,South Katherinestad,Illinois,91112,Tokelau,2022-06-02,83.2,silver,beauty
c102104,Michael Patel,ayaladawn@gmail.com,092835342495,2800 Baker Pine,Martinezmouth,New Hampshire,86750,Korea,2023-12-21,2.32,bronze,beauty
c102105,Lauren Stein,josephfletcher@hotmail.com,492896389996,26699 Marie Bypass,Larryfurt,Louisiana,22622,Saint Vincent and the Grenadines,2024-08-12,88.26,gold,electronics|clothing
c102106,Dillon Thomas,marydavis@hotmail.com,255126691782,721 Ryan Spurs,New Philliptown,Hawaii,17426,Namibia,2023-07-26,67.47,bronze,grocery|home
c102107,Benjamin Kelly,wilsonhenry@gmail.com,034176097137,386 Johnson Mountain Apt. 420,Solisport,New York,97897,Marshall Islands,2021-08-23,17.18,gold,clothing
c102108,Jack Watkins,john12@gmail.com,941535431870,822 Karen Way,Lake Nicholas,South Carolina,29598,China,2022-09-18,55.37,platinum,grocery
c102109,Denise Mccarthy,cynthia74@hotmail.com,834162325287,29133 Edwin Manors Apt. 392,New Dalechester,Massachusetts,66103,Sao Tome and Principe,2021-06-24,75.69,bronze,electronics
c102110,David Lewis,kristy12@hotmail.com,631805830976,463 Johnson Mountains,Lake Daniel,Ohio,44785,Tuvalu,2022-05-01,54.88,bronze,grocery
c102111,Shannon Stevens,jefferylarson@hotmail.com,095332433506,3389 Ethan Grove Suite 127,Port Kristenfurt,Kentucky,99310,Georgia,2022-08-15,63.57,silver,beauty
c102112,Wanda Donaldson,sconner@yahoo.com,685512701183,3705 Parker Lodge,Daltonview,South Dakota,12202,Taiwan,2021-10-08,40.91,bronze,grocery|clothing
c102113,Thomas Hale,tjones@yahoo.com,941382258140,19050 Acosta Street,Lake Amy,Nebraska,40484,Zimbabwe,2023-04-07,10.83,bronze,home|electronics
c102114,Michael Cherry,johnsonjessica@hotmail.com,551972634455,247 Grant Spurs Suite 845,Andersonton,Mississippi,06195,British Indian Ocean Territory (Chagos Archipelago),2021-07-15,58.27,bronze,grocery|clothing
c102115,Janet Johnson,ronnieturner@hotmail.com,777619202976,5557 Cummings Cove Apt. 667,North Ricardostad,Illinois,44447,Christmas Island,2023-09-04,43.5,bronze,beauty
c102116,Lawrence Perez,kjackson@hotmail.com,879375937275,58620 Jones Ford,Thomasmouth,Texas,73100,Guadeloupe,2022-09-04,54.01,silver,beauty
c102117,Mark Wallace,regina39@gmail.com,112364628506,2064 Parker Station Suite 503,Stewartville,West Virginia,54153,Afghanistan,2024-01-10,98.26,silver,clothing
c102118,John Williams,cromero@hotmail.com,237287357685,96539 Christine Haven Suite 177,Natashaville,Nevada,69465,Jamaica,2023-06-19,58.83,gold,beauty
c102119,Michael Fox DDS,norrissarah@gmail.com,008044358351,7076 John Stravenue,Katherinestad,Iowa,03049,Antigua and Barbuda,2024-09-23,82.53,bronze,beauty
c102120,Melissa Fields,christopher27@yahoo.com,128133094380,753 Dudley Coves,Lake Robert,Alaska,21659,Uzbekistan,2024-06-15,68.1,silver,clothing|electronics
c102121,Shane Gonzales,gabriela86@gmail.com,206248878202,3655 Eric Island,Port Amanda,North Dakota,08647,Djibouti,2023-07-19,29.44,bronze,grocery
c102122,Troy Garcia,zfrank@gmail.com,467239044185,13835 Jorge Gateway Suite 476,Amandaside,Vermont,95541,Saint Pierre and Miquelon,2023-08-15,85.68,bronze,grocery|electronics
c102123,Patricia Tanner,aortiz@yahoo.com,486737021976,3264 Timothy Union Apt. 551,Michaelhaven,Michigan,03421,British Virgin Islands,2022-02-14,84.28,silver,electronics|beauty
c102124,Lauren Hudson,carralejandro@gmail.com,263900199073,834 Michelle Rapid Apt. 607,Houstonland,Ohio,61021,Christmas Island,2022-03-27,79.0,bronze,clothing|grocery
c102125,Linda Williams,leonard58@hotmail.com,024469439742,7983 Kyle Row Apt. 145,New Ethan,Illinois,31947,Chile,2023-05-15,0.79,bronze,grocery
c102126,Nathan Johnson,anacruz@hotmail.com,267235611943,7562 Grant Drive,West Matthew,Indiana,09775,Uzbekistan,2022-10-15,76.31,silver,clothing|home
c102127,Sarah Espinoza,kelly46@hotmail.com,488356347168,77108 Fritz Lock,Jorgefurt,Mississippi,04016,Austria,2024-03-11,93.75,bronze,grocery|beauty
c102128,Jacob Ramsey,evansarthur@yahoo.com,421054351371,497 Kristin Ridge,North Jenniferside,Arizona,58338,Kiribati,2021-01-14,41.28,gold,beauty
c102129,Jacqueline Lambert,chelsea91@hotmail.com,892176960383,626 Henderson Corner Suite 150,New Robertmouth,Alabama,31580,Greece,2021-02-02,43.39,silver,electronics
c102130,Dr. Sherri Sherman,hubervictor@yahoo.com,140767034700,3746 Brooks Dale,Bradleymouth,Kentucky,60435,Jordan,2022-04-25,94.19,bronze,electronics|beauty
c102131,Justin Monroe,sherridaniels@gmail.com,930168497071,7511 Jones Hill,Port Jamesburgh,Ohio,60302,Ghana,2024-11-23,19.79,bronze,grocery
c102132,Jennifer Harris,crosskatie@gmail.com,660279126154,9103 Kenneth Crossing Apt. 033,Danielleborough,Wyoming,75751,Comoros,2022-03-12,65.57,silver,grocery|electronics
c102133,John Griffith,christophercox@hotmail.com,157913678953,063 Caldwell Dale,Alexafort,Wisconsin,83927,Tanzania,2023-08-16,65.84,gold,beauty
c102134,Lisa Garcia,davismark@hotmail.com,508434211218,145 Beard Mountain,Lake Donnaport,Kansas,27933,Christmas Island,2023-04-24,38.97,silver,clothing|grocery
c102135,Frank Park,james44@hotmail.com,922078105089,081 Burton Mountain Apt. 336,West Cory,Arizona,61325,Cuba,2022-06-11,44.81,gold,beauty|home
c102136,Amy Pacheco,keithlewis@yahoo.com,941540946174,3780 Abigail Court Suite 130,South Jacobton,Pennsylvania,55312,South Georgia and the South Sandwich Islands,2021-08-14,23.17,silver,clothing
c102137,Mrs. Maria Matthews DDS,rlang@gmail.com,181579776423,79047 Bailey Flat Apt. 335,North Gregoryburgh,Oregon,01241,Sweden,2022-10-18,28.03,gold,electronics
c102138,Brian Wilson,lindsaymendez@yahoo.com,582212151108,989 Frost Loaf,Phambury,Michigan,52368,Syrian Arab Republic,2024-04-28,82.7,silver,home
c102139,Devin Brown,turnermichael@hotmail.com,068921744707,24994 Ross Forks Apt. 600,Fosterport,Colorado,91332,Italy,2024-02-04,83.82,gold,electronics|home
c102140,Justin Johnson,baileysara@yahoo.com,635416785304,7598 Angela Road Suite 324,East Lucas,Ohio,86446,Guinea,2021-06-19,20.7,gold,clothing|beauty
c102141,Brian Orr,rebecca16@gmail.com,985205660599,19746 Rowland Ford,West Robert,Arizona,21134,Sierra Leone,2024-07-19,60.51,silver,electronics
c102142,Marcia Davis,airwin@hotmail.com,389102087402,5003 Chelsey Place,Stephenside,Hawaii,42030,Malta,2021-07-29,55.67,bronze,beauty|electronics
c102143,Charles Smith,zkelly@gmail.com,748602563781,097 Melissa Gardens Apt. 855,Fischershire,New Mexico,35462,Moldova,2024-02-10,16.19,silver,beauty
c102144,Nicole Smith,frederick28@yahoo.com,982726065768,2824 Lisa Street Suite 868,West Garyside,New York,67497,Pitcairn Islands,2022-05-14,56.93,bronze,home
c102145,Erin Hudson,sbarron@gmail.com,195415717626,2892 Tucker Turnpike Suite 551,Ryanstad,Rhode Island,77529,Madagascar,2024-10-13,86.02,bronze,clothing
c102146,Derrick Zhang,jeremy18@hotmail.com,153058654833,7191 Mitchell Lakes,New Michelechester,South Carolina,61617,Samoa,2024-02-12,96.0,bronze,electronics|clothing
c102147,Jason Barnett,xgarcia@yahoo.com,240975861393,9500 Torres Circles Suite 006,East Alanfort,Wyoming,86498,Rwanda,2024-09-17,16.28,silver,electronics
c102148,Elizabeth Avila,maryfox@gmail.com,658879340486,413 Smith Pike,Johnsonborough,Arkansas,11960,Fiji,2022-11-26,36.57,platinum,clothing|home
c102149,Jonathan Bartlett,reynoldsbradley@yahoo.com,179764670574,0080 Susan Circles,South Sheila,Vermont,52851,Colombia,2021-07-18,83.4,gold,beauty
c102150,Bruce Gilbert,moodymarissa@hotmail.com,090904232663,4504 Jade Ramp Suite 259,East Alexis,California,30348,Nigeria,2024-10-21,26.47,silver,home|electronics
c102151,Erin Anderson,qhoover@hotmail.com,593256183701,4416 Hernandez Heights Suite 984,Timothyland,Nevada,84458,Sao Tome and Principe,2021-10-15,93.23,silver,grocery|electronics
c102152,Melissa Fisher,snydermarc@hotmail.com,681415501457,0173 Stephen Prairie,North Danahaven,South Dakota,55660,Reunion,2021-12-30,11.22,bronze,electronics|grocery
c102153,Bryan Savage,cherylmurphy@gmail.com,601619959425,53709 Moore Village Suite 599,Deniseview,Louisiana,00978,Mexico,2021-01-11,31.41,platinum,home|clothing
c102154,Monique Perkins DDS,diamondstone@gmail.com,496308397725,89534 Veronica Fall,Walkerside,West Virginia,55230,France,2024-06-09,55.11,silver,beauty|clothing
c102155,Isabel Scott,vsmith@yahoo.com,538822340917,4382 Crawford Drive Apt. 759,Bennettton,New Jersey,75884,Micronesia,2023-06-08,64.96,silver,clothing|home
c102156,Amber Kelly,danielkim@gmail.com,386345872363,584 Daniel Route,Meganfort,Mississippi,69720,Saint Helena,2024-03-17,67.77,silver,clothing
c102157,Steven Henson,richardsonheather@yahoo.com,115247187100,03527 Maddox Mountain,New Philip,Florida,37109,Nigeria,2022-03-14,87.46,bronze,home
c102158,Ryan Vasquez,rogertodd@gmail.com,298455828146,270 Angela Crescent Apt. 887,North Todd,Florida,90327,Mauritius,2024-10-25,24.7,bronze,home|grocery
c102159,Aaron Lawson,gallison@yahoo.com,879493173322,48072 Mitchell Isle Suite 693,New Tammy,West Virginia,35314,Zimbabwe,2024-08-04,45.52,silver,beauty
c102160,Stephanie Miranda,monicawilliams@yahoo.com,240905083450,50926 Matthew Spur Apt. 617,Christopherview,Colorado,69070,Vanuatu,2022-05-27,94.37,gold,grocery|clothing
c102161,Brandy Page,jjohnson@gmail.com,613999232398,451 Dwayne Manor Apt. 786,Smithmouth,Vermont,53371,French Guiana,2024-10-20,52.46,bronze,home|grocery
c102162,Michael Gill,fjohnson@gmail.com,599233128998,86054 James Club,Lake Fredberg,Minnesota,59488,Faroe Islands,2021-01-13,58.41,bronze,home
c102163,Tracy Vance,randall74@yahoo.com,505751943425,508 Harmon Circles,West Kirkshire,Kentucky,59528,Portugal,2023-02-20,0.19,gold,clothing|home
c102164,Jacqueline Francis,parksrodney@yahoo.com,425422880326,748 Lisa Motorway,Holtside,New Hampshire,88224,Swaziland,2021-12-12,48.62,silver,electronics
c102165,Daniel Cooper,garciaandrea@yahoo.com,110976302866,8189 Weiss Mountain,Lake Scottland,Kentucky,68722,Iran,2023-02-05,4.35,gold,clothing
c102166,Carmen Young,michael51@gmail.com,466730880480,72746 Blake Throughway,North Michaelchester,Kansas,83294,British Indian Ocean Territory (Chagos Archipelago),2021-11-19,77.28,silver,grocery
c102167,Rebecca Johnson,amy57@hotmail.com,938124014766,8461 Mendez Burg Apt. 452,Douglasville,New Jersey,87472,Cook Islands,2023-08-07,42.69,bronze,beauty|clothing
c102168,Denise Nunez,noblenatalie@gmail.com,509310617355,77721 Reyes Heights Apt. 162,Anneborough,Kentucky,47625,Ethiopia,2021-10-21,98.79,silver,beauty
c102169,Paul Taylor,shawcandice@gmail.com,259561689837,48102 Johnson Springs,South Morgan,Virginia,53627,Guinea,2022-09-04,22.24,silver,grocery|home
c102170,Karen Jones DDS,warddonald@yahoo.com,375435477801,0748 Knight River,West Willie,North Dakota,25114,Montserrat,2022-01-02,72.93,silver,grocery
c102171,Mr. Derek George,uyoder@hotmail.com,444503231248,2742 Wagner Cove,Kristenfurt,Massachusetts,39796,Greenland,2021-04-12,11.5,silver,clothing|home
c102172,Kimberly Brock,stephenlopez@yahoo.com,689394241850,60670 Benitez Crossroad,Anthonyberg,Oklahoma,28681,Western Sahara,2024-05-05,72.66,gold,electronics
c102173,Mackenzie Williams,taylorhall@yahoo.com,892570267218,1577 Jennifer Neck Suite 363,Ryanfurt,Tennessee,78425,Armenia,2023-05-28,19.61,silver,grocery|home
c102174,Bruce Chase,john68@gmail.com,983369195717,03056 King Islands,Kelleyfort,Maryland,68804,Canada,2024-06-01,90.56,bronze,grocery
c102175,Kimberly Stewart,rosevega@gmail.com,902157320836,228 Lawrence Mountains Apt. 110,North Molly,North Dakota,15154,Ireland,2024-06-16,50.87,silver,electronics
c102176,Colin Patterson,angelaparks@hotmail.com,701589671965,302 Lam Manor Apt. 327,New Julie,Oregon,99917,Ireland,2024-09-11,10.78,bronze,clothing|home
c102177,Christopher Smith,harrissharon@gmail.com,839175673508,047 Andrew Ramp,West Barbara,Alaska,59016,Fiji,2022-07-27,53.71,bronze,home
c102178,Vanessa Thompson,meltontiffany@hotmail.com,567207190147,272 Brandon Ports Suite 809,Lake Danielland,New Jersey,37654,Panama,2023-01-22,5.74,bronze,electronics|home
c102179,Rebecca Wagner,davidcooley@hotmail.com,736438941523,029 Chad Lock,Richardsonville,Mississippi,09669,Kyrgyz Republic,2022-07-08,68.48,bronze,clothing
c102180,Jeremy Esparza,johncampbell@hotmail.com,664798465033,6801 Holt Mission,Baileyfurt,Arizona,32798,Argentina,2021-01-20,32.23,gold,grocery|beauty
c102181,Ruben Mcdowell,ricky39@hotmail.com,322991945763,99712 Robert Camp,Wilsonbury,New Hampshire,94245,Tanzania,2021-06-24,34.38,bronze,electronics
c102182,Julie Vang,gwilson@yahoo.com,187166993410,7242 Cochran Curve Apt. 784,Lake Steven,Wisconsin,60574,Venezuela,2023-08-20,56.38,bronze,home
c102183,Cheryl Anthony,jcain@yahoo.com,143648936175,870 Michelle Land,New Angelaburgh,Oklahoma,15044,Tonga,2022-02-02,27.86,platinum,grocery
c102184,Amber Walton,joecarter@gmail.com,220139216092,0997 Sarah Gardens,East Annette,Iowa,87662,United Arab Emirates,2024-05-31,65.66,bronze,clothing
c102185,Ryan Hernandez,georgeneal@gmail.com,240062241748,64988 John Spurs,Lynchburgh,Pennsylvania,02546,Tonga,2023-10-03,59.7,gold,electronics
c102186,Julie Willis,wilcoxlori@yahoo.com,820269278297,98374 Perez Grove Apt. 126,Karenton,Ohio,45612,Israel,2021-02-25,98.55,bronze,home
c102187,Charles Smith,sue31@gmail.com,838279065457,854 Jeff Dale Apt. 661,Whitestad,Idaho,29774,Antigua and Barbuda,2021-07-05,72.9,silver,beauty
c102188,Pamela Nunez,harpersteven@hotmail.com,494520452420,7388 Deanna Trafficway,Ramseybury,Delaware,83382,Puerto Rico,2024-04-05,69.37,bronze,home|beauty
c102189,Karen Reyes,kelly00@gmail.com,026788695127,0273 Kelli Fort Apt. 000,East Brianaland,Delaware,08505,Monaco,2024-02-09,86.55,bronze,electronics|clothing
c102190,Keith Thompson,danielbenjamin@gmail.com,887815141789,4016 Jill Way Apt. 955,Sabrinahaven,New Mexico,06974,Montserrat,2024-01-31,3.19,gold,beauty
c102191,Kevin Stewart,erik20@yahoo.com,283715875449,42466 Larry Falls,Williamberg,Idaho,03606,Taiwan,2023-01-09,32.66,bronze,electronics|grocery
c102192,Alexis Reese,kimberlygarcia@gmail.com,609706704302,350 Nathan Ville,East Jeffrey,Minnesota,66018,Finland,2023-05-01,14.97,bronze,clothing
c102193,Bryan Pierce,christensensharon@yahoo.com,881514739905,991 Barrett Isle Suite 287,Pierceville,North Dakota,99687,Bosnia and Herzegovina,2021-08-30,11.29,bronze,clothing
c102194,Nathaniel Lopez,stokesjames@yahoo.com,434191739593,4055 Maxwell Lights Apt. 218,South Andrew,Wisconsin,98955,India,2022-12-28,34.37,bronze,electronics
c102195,Vanessa Paul,rubenroberson@gmail.com,844760779898,286 Case Forge Apt. 398,Loriberg,Massachusetts,99897,South Africa,2022-09-06,12.86,bronze,grocery|electronics
c102196,Amy Duncan,wholt@gmail.com,580315395313,2148 Stanley Junction,South Josephland,Rhode Island,24803,Venezuela,2023-06-17,13.13,silver,beauty|electronics
