customer_id,customer_name,email,phone,gender,age,city,state,country,signup_date,loyalty_score,total_orders,churn_flag
CUST10205,Jennifer Mayo,rblevins@yahoo.com,376-025-5227,,19,Taylorview,Idaho,India,2023-03-07,53,4,0
CUST10206,Leslie Kelley,michael36@yahoo.com,333.706.7425x096,F,56,Jonathanshire,Wyoming,India,2024-04-04,32,5,0
CUST10207,Richard Palmer,christina18@campbell.com,+1-215-609-6356x580,M,24,Baxterhaven,Minnesota,India,2025-02-10,51,4,0
CUST10208,Cynthia Kaufman,jsanchez@perry.org,871.442.8661,M,57,New Aaron,West Virginia,India,2025-10-11,40,4,0
CUST10209,Tammy Lam,amberhamilton@ortiz-barnett.com,001-660-415-2526,F,20,South Anna,Kentucky,India,2024-09-12,62,6,0
CUST10210,Lisa Mahoney,oglover@kelley.com,918.596.3295x337,,36,Shannonville,Missouri,India,2025-10-06,16,2,0
CUST10211,Dustin Johnson,watsonerika@gmail.com,589-931-1426,F,58,South Erictown,New Mexico,India,2024-11-14,43,7,0
CUST10212,Travis Johnson,jacqueline37@yahoo.com,729.908.6244,M,29,Lake Anthonyfurt,Massachusetts,India,2022-07-07,59,5,0
CUST10213,Linda Bates,kaitlinmorrison@yahoo.com,730-830-9924,F,25,Andreaport,Arkansas,India,2022-04-26,22,5,0
CUST10214,Misty Perez,andersonmichael@hotmail.com,(171)022-5214,F,49,East Justinborough,Massachusetts,India,2025-08-20,58,5,0
CUST10215,Mr. Anthony Moore,fernando31@harris.com,724.340.3064x995,M,45,Davidton,Virginia,India,2021-12-03,36,3,0
CUST10216,Jason Parks,leerachel@nelson.com,(224)460-9930x3187,F,42,Brandonberg,Nevada,India,2024-12-30,37,5,0
CUST10217,Vicki Greene,millerscott@lara.biz,205.091.4217,,61,Lake Briannahaven,Kentucky,India,2024-08-30,63,8,0
CUST10218,Richard Black,hschroeder@williams.com,3035567772,M,45,Melissastad,Ohio,India,2025-11-08,35,7,0
CUST10219,Jordan Williamson,robinsontimothy@cummings-caldwell.info,(613)805-3006x190,F,32,North Kelly,New York,India,2025-04-27,39,2,0
CUST10220,Mitchell Bray,margaret07@wall.net,2026248447,,51,Lake Johntown,Maryland,India,2024-12-20,79,3,1
CUST10221,David Watts,esimpson@thomas.com,001-917-844-6832x51919,,25,Anthonyhaven,Maine,India,2022-03-22,21,1,0
CUST10222,Jose Anderson,christinamartin@gmail.com,547-009-8821x46221,F,20,North Lance,Texas,India,2024-05-23,53,2,0
CUST10223,Juan Barnes,zgould@gmail.com,+1-515-839-2286x8408,,63,Port Paulside,Iowa,India,2023-06-09,98,6,0
CUST10224,Joseph Williams,jenniferfoster@yahoo.com,+1-025-396-2339x317,,23,New Elizabeth,Connecticut,India,2023-05-28,66,5,0
CUST10225,Patricia Cruz,tracey68@gonzalez-arellano.com,092.215.2977,F,47,Donaldbury,Illinois,India,2022-04-22,97,3,0
CUST10226,Angela Griffin,buchananpaul@gmail.com,+1-331-395-0753,M,31,Lake Melissa,Wisconsin,India,2024-01-02,44,5,0
CUST10227,Eduardo Jones,dalton35@parker-bentley.org,269.051.7035,M,24,Elliottburgh,Kentucky,India,2024-12-17,60,7,0
CUST10228,Patricia Williams DDS,paul14@gmail.com,(159)457-7356x6345,F,53,Port Dawn,Oregon,India,2024-02-15,44,1,1
CUST10229,Deborah Travis,xmartin@graham.com,001-595-312-0150,,42,Jacksonberg,North Dakota,India,2022-07-11,41,4,0
CUST10230,Alejandro Hall,sheila49@yahoo.com,388.539.7526,F,21,Hunterfurt,Tennessee,India,2025-01-06,20,8,0
CUST10231,Eric Lee,phillipnovak@gmail.com,751.072.7890,,38,Mendozaland,New Jersey,India,2022-12-17,18,3,0
CUST10232,Lauren Wilson,xwatkins@gmail.com,2913412989,M,26,Brendamouth,South Dakota,India,2025-02-05,56,8,1
CUST10233,Leah Jimenez,jgarcia@smith.com,395.814.2928,F,43,New Mark,Pennsylvania,India,2023-04-08,66,5,0
CUST10234,Steven Shelton,rhonda26@pena.com,+1-267-553-4624x0178,,24,Lindaberg,Ohio,India,2024-12-18,40,7,0
CUST10235,Joseph Johnson,macdonaldjennifer@davis-hill.com,001-488-562-1579,F,39,Gardnermouth,Oregon,India,2025-04-18,37,3,0
CUST10236,Ashley Barnes,anita10@hotmail.com,231-382-7178x8165,,25,Wrightview,Georgia,India,2022-01-27,45,7,1
CUST10237,Adam Scott,torrescatherine@gmail.com,(188)086-4286,F,66,West Michelleshire,Wisconsin,India,2025-02-21,10,1,0
CUST10238,April Hill,burkechristopher@martinez-bailey.com,2352036992,F,60,Ericmouth,Massachusetts,India,2023-06-19,37,4,0
CUST10239,James Jones,pagecathy@yahoo.com,082.484.6641,,58,Kimmouth,Massachusetts,India,2023-12-25,69,3,0
CUST10240,Carlos Barnes,ericrush@yahoo.com,525.657.1209,,68,Humphreymouth,Nebraska,India,2022-08-11,54,2,0
CUST10241,Rita Shannon,gary17@rose.com,520-566-1005x341,M,28,Lake Brad,Colorado,India,2023-08-27,74,3,0
CUST10242,Melinda Small,lisahardy@robbins.org,7921385337,M,29,South Christine,Tennessee,India,2022-02-26,58,7,0
CUST10243,Johnathan Dudley,harrisonwilliam@yahoo.com,644.033.6034x6640,M,47,Kelleyshire,Alaska,India,2023-05-28,69,3,0
CUST10244,George Garcia,guzmanhannah@hotmail.com,662.835.2817x948,,19,South Jeremy,Montana,India,2023-02-03,76,6,0
CUST10245,Richard Marshall,jrivas@weber.net,574.910.4853x6255,M,58,New Jonathanstad,North Dakota,India,2023-03-02,64,5,0
CUST10246,Timothy Osborn,lindsay97@gmail.com,(317)310-7494,,35,New Tylerfurt,Kansas,India,2025-04-29,42,9,0
CUST10247,Brianna Jacobs,michael42@smith.net,001-384-506-4093x7913,,32,Randystad,Illinois,India,2022-12-05,42,1,0
CUST10248,Joshua Thomas,darrencalderon@yahoo.com,973.714.1703x25602,M,66,North Barbaraton,Indiana,India,2022-03-05,45,5,0
CUST10249,Stacy Smith,lbrown@gmail.com,(153)797-6613,,26,Stephanieville,West Virginia,India,2024-03-09,12,9,0
CUST10250,Tiffany Richards,amyhart@allen-randall.com,756.050.0582,F,53,Morenoside,Arizona,India,2025-04-26,64,3,0
CUST10251,George Fleming,hsanders@smith.com,(615)112-3538x54148,F,18,North Samanthaton,New Mexico,India,2025-11-13,1,2,0
CUST10252,Katherine Turner,alexander89@hotmail.com,777.387.6598,M,35,Manuelport,Tennessee,India,2025-01-06,14,3,0
CUST10253,Michelle Bennett,mcdanieljessica@hotmail.com,(912)090-6012,M,22,East Jomouth,North Dakota,India,2025-06-14,80,5,0
CUST10254,Veronica Quinn,jacquelinejohnson@frost-santiago.com,+1-180-275-3606x045,,67,Jeffreyfort,California,India,2023-06-28,38,4,0
CUST10255,Amy Morrison,sarah87@hotmail.com,599.965.4351x549,,44,North Julieside,Texas,India,2022-01-29,49,1,0
CUST10256,Jason Silva,drakenathan@hotmail.com,9165095430,,32,New Kirkfort,Maryland,India,2025-01-14,22,7,0
CUST10257,Amy Henry,chelseamorris@gmail.com,553.223.4999,,64,Toniton,Rhode Island,India,2024-06-06,49,1,1
CUST10258,Mary Anderson,hickserica@wright.org,(967)255-6408,M,49,West Ryanview,North Carolina,India,2023-08-19,63,6,0
CUST10259,Connie Meza,kenneth47@gmail.com,001-949-562-3708,,49,Elizabethland,North Dakota,India,2022-10-18,1,6,0
CUST10260,Paul Thompson,mark83@romero.com,383-915-7018x10277,F,18,Amandabury,Pennsylvania,India,2024-04-05,23,9,0
CUST10261,Megan Simpson,sandrarojas@sosa-moreno.com,771-227-3342x444,,38,Lake Joyceburgh,Delaware,India,2024-12-24,55,5,0
CUST10262,Jordan Long,cmorris@miller-wilson.com,292.795.3418,,51,New Andrewfurt,Oklahoma,India,2022-12-19,56,5,1
CUST10263,Cory Graham,hbrown@lewis.com,292.738.8332,,63,New Lauren,Tennessee,India,2025-03-01,94,4,0
CUST10264,Nancy Davidson,jennifer02@gmail.com,966.496.9664x387,,69,West Danielshire,Kentucky,India,2023-08-02,56,4,0
CUST10265,Kristen Perez,mcox@yahoo.com,207-460-3655,F,28,East Justinstad,Massachusetts,India,2024-03-27,76,9,0
CUST10266,Cassie Navarro,wrightjennifer@fisher.com,653-750-6412,,26,West Christian,Utah,India,2025-03-17,15,3,0
CUST10267,Stephanie Hawkins,nicholasgarcia@gmail.com,2432598171,F,64,Lake Emily,Washington,India,2024-12-15,74,3,1
CUST10268,Kimberly Rocha,kendraaguilar@yahoo.com,+1-616-454-7538x99794,M,46,South Jeffrey,Texas,India,2025-07-18,100,9,0
CUST10269,Daniel Peterson,deborah89@torres.info,001-474-482-8773,F,47,West Tara,North Dakota,India,2022-01-27,61,3,0
CUST10270,Brian Cruz,iburton@freeman.org,668-388-1276,M,54,Ortizbury,Nevada,India,2023-04-10,61,5,0
CUST10271,Jeff Taylor MD,dshaw@yahoo.com,520-584-9966x85575,M,21,Philiptown,Minnesota,India,2022-10-19,62,3,0
CUST10272,Anthony Petersen,johnharrison@hotmail.com,672-355-9500,,30,New Jasonmouth,South Dakota,India,2022-01-07,50,4,0
CUST10273,Michael Young,lmoore@burgess.com,939-577-6995x406,F,19,Dunnfort,Florida,India,2024-02-26,65,3,0
CUST10274,Mark Morgan,joshuamays@rice.com,(992)376-6943,M,56,West Chad,Rhode Island,India,2025-01-03,10,2,0
CUST10275,Gregory Wright,melissabarry@frye.com,013-009-5225x7108,,56,North Josephland,Pennsylvania,India,2022-12-07,31,7,0
CUST10276,Chad Houston,zdurham@hotmail.com,(128)608-5317,F,34,Jenniferport,Kansas,India,2022-04-30,66,7,0
CUST10277,Eric Flores,dawnrowe@allen.com,+1-931-463-7828x9604,M,32,Breannaberg,Tennessee,India,2022-09-23,60,5,0
CUST10278,Martha Brown,douglassmith@yahoo.com,+1-901-425-9923x06211,M,31,North Zacharychester,New Mexico,India,2023-04-18,25,3,0
CUST10279,Elizabeth Fernandez,brendan23@gmail.com,298-864-8948,M,35,Jasmineview,Oregon,India,2024-12-25,73,4,0
CUST10280,Paula Brown,jsmith@oliver-farrell.net,296.711.8313,F,22,New Thomas,Colorado,India,2024-01-26,54,8,0
CUST10281,Crystal Meadows,greenlarry@gmail.com,4843007311,F,40,East Lisaburgh,Arkansas,India,2022-10-04,23,4,0
CUST10282,April Goodwin,deannashort@mitchell.com,664-859-3151,M,40,East Jasonberg,Kansas,India,2024-01-20,63,2,0
CUST10283,Samuel Arnold,ljoseph@banks-phillips.com,786.689.5768,,21,Taylorport,California,India,2022-05-21,40,5,0
CUST10284,Sara Martinez,ewyatt@rivera.com,709-154-2037,M,54,Lake Christopher,Ohio,India,2023-03-02,1,5,0
CUST10285,Amanda Figueroa,burnsmark@jackson.com,528-614-9203,F,24,Ronaldtown,Nevada,India,2023-01-07,49,8,0
CUST10286,Angela Mercer,sheath@hotmail.com,(607)103-3718x1730,F,62,Julieborough,Missouri,India,2024-08-24,66,3,0
CUST10287,Mary Flores,qshaffer@gmail.com,+1-307-106-5406,F,45,North Leonbury,Missouri,India,2024-03-07,45,5,0
CUST10288,Patrick Rios,tammywoods@gmail.com,794-473-9123x770,M,27,Rodriguezview,Massachusetts,India,2025-03-01,26,6,0
CUST10289,Michael Norton,dwatson@gmail.com,001-993-613-9193x0707,,20,Robinborough,Minnesota,India,2024-05-15,52,3,0
CUST10290,Jose Beck,kathleen74@medina.net,+1-288-060-1321x3372,M,60,West Michelleburgh,South Dakota,India,2022-04-07,85,3,0
CUST10291,Jason Tran,paula11@hotmail.com,367-240-8827x491,F,29,Adamville,Virginia,India,2022-07-27,36,1,1
CUST10292,Dwayne Hawkins,donnamcclure@hotmail.com,+1-683-991-9322x02941,F,64,North Virginiachester,Oregon,India,2025-07-22,44,1,0
CUST10293,Amber Williams,cynthia15@glover-brooks.com,537.877.3875x0382,,42,Wrightberg,Wisconsin,India,2025-02-03,54,4,0
CUST10294,Aaron Doyle,gonzaleswilliam@hotmail.com,+1-122-382-6159x75241,F,60,West Debra,Oregon,India,2022-05-23,64,7,0
CUST10295,Abigail Hernandez,leerobert@hotmail.com,001-174-734-3874x5021,M,57,North Sandra,Indiana,India,2024-04-03,99,2,0
CUST10296,Sandra Snyder,carrnancy@bailey.com,(065)496-5527x4228,F,45,Port Bobbyland,Tennessee,India,2023-06-16,32,9,0
CUST10297,Dominique Davis,connor17@castaneda-johnson.biz,547.828.2361x8636,F,43,East Suzannefort,Missouri,India,2022-04-01,48,5,0
CUST10298,Shannon Sanchez,sara67@yahoo.com,720.591.1152,F,25,Port Laurenstad,Delaware,India,2023-08-03,17,7,1
CUST10299,Kelly Michael,harrybryan@gmail.com,(989)065-9618,,67,Johnsonton,North Dakota,India,2023-02-03,89,4,0
CUST10300,William Poole,hancocksherri@hotmail.com,(336)231-9266,,50,West Shaneside,Louisiana,India,2025-03-26,50,3,0
CUST10301,Maurice Butler,silvadawn@singleton-newton.com,+1-081-233-0831x47022,F,55,Brennanport,Missouri,India,2022-08-03,64,8,0
CUST10302,Steven Sullivan,michaelwalton@hotmail.com,501.747.8335x8710,,61,South Frankberg,Connecticut,India,2022-02-26,61,8,0
CUST10303,Jessica Hensley,dyoder@yahoo.com,+1-593-919-6803x841,,42,South Ericbury,Arkansas,India,2021-12-05,59,3,0
CUST10304,Amanda Brown,millerrichard@whitaker-hall.com,(159)986-3758x021,M,23,Payneshire,Georgia,India,2024-07-27,63,9,0
CUST10305,Brenda Owen,qperez@hotmail.com,896-910-7279,M,18,Port Loretta,Kentucky,India,2023-05-15,35,11,0
CUST10306,Melissa Valencia,tthompson@gmail.com,5644810191,F,59,Stevenbury,Alabama,India,2025-11-06,72,3,0
CUST10307,Steven Perez,kduncan@hotmail.com,+1-470-748-4881x24800,F,20,West Morgan,Idaho,India,2022-04-15,38,1,0
CUST10308,Tiffany Green,phillipsmichael@guerra.com,(949)364-4572x5595,M,53,Owensborough,Alaska,India,2023-09-24,31,5,0
CUST10309,Stephanie Pope,hendersonbrian@harris-callahan.com,001-477-927-1774x2197,F,47,South Ryan,Montana,India,2023-05-12,10,8,0
CUST10310,Patricia Stewart,sharireed@gmail.com,(420)820-4651,M,67,Darrylport,Montana,India,2023-11-10,62,4,1
CUST10311,Samuel Hamilton,fcosta@hotmail.com,001-872-703-8366x034,,21,Lake Nicoleside,Ohio,India,2025-06-01,66,6,0
CUST10312,Joshua Sutton,michaelsmith@gmail.com,+1-074-242-0713,F,64,New Kelly,New Jersey,India,2025-05-18,85,5,0
CUST10313,Katherine Chen,edwardsannette@hamilton.com,981-535-7174x13179,M,65,Mercadotown,Oregon,India,2023-12-26,36,3,0
CUST10314,Elizabeth Cox,veronica58@williams.org,442-455-6022,,32,Lake Paulaview,Nebraska,India,2022-01-04,47,2,0
CUST10315,Jack Clark,brownsuzanne@gmail.com,626.855.9683x30231,,53,Lake Kenneth,Nebraska,India,2022-10-08,75,7,0
CUST10316,Heather Hughes,hannaholson@dunn.com,019-860-1323x5251,F,22,Lake Danielmouth,Tennessee,India,2023-04-11,73,4,0
CUST10317,Kurt Franco,meganwalter@gmail.com,303.606.7525,,57,Lake Dennis,Maine,India,2023-03-29,1,3,0
CUST10318,Christina Mendoza,margaretwagner@lopez-ortiz.com,001-473-458-8524x40743,,68,Peterbury,New Hampshire,India,2021-11-21,77,7,0
CUST10319,Austin Brown,marshallsara@perry.net,001-694-818-3234x980,,65,Port Michele,Utah,India,2025-03-17,27,7,0
CUST10320,Brandon Miller,josephriley@stephens.com,717-881-8724x74784,,48,Kerrfurt,South Dakota,India,2025-09-03,53,6,0
CUST10321,Leslie Jones,davidmills@hotmail.com,+1-352-364-3263x8767,F,54,Allisonstad,Tennessee,India,2024-11-25,6,6,0
CUST10322,Alison Gray,brady09@mendez.com,368.193.7523,F,49,Lake Jacob,Nebraska,India,2024-03-07,39,1,0
CUST10323,Nicole Horton,icaldwell@hotmail.com,+1-992-335-2400x53157,M,26,Colemanmouth,Colorado,India,2025-09-11,73,9,0
CUST10324,Albert Mendoza,donna19@clark.com,(680)553-2693,,32,Ronaldburgh,Arizona,India,2024-09-22,1,3,0
CUST10325,Wendy Curtis,zmartinez@martin.com,+1-584-522-9888x2397,,31,Kaitlynfort,New Hampshire,India,2025-07-25,53,8,0
CUST10326,Stephanie Anderson,johnwatts@beck.com,+1-122-782-5151x894,,18,East Josephmouth,Rhode Island,India,2021-12-06,45,8,1
CUST10327,Dr. Keith Aguilar Jr.,whopkins@hotmail.com,(465)385-1238x02664,F,19,Jessicaport,Utah,India,2023-12-23,1,8,0
CUST10328,Kaitlyn Wilson,fmorse@yahoo.com,955.874.3582x93363,,33,Davismouth,Connecticut,India,2024-12-19,40,2,0
CUST10329,Colleen Smith,danarodriguez@wise.com,016-150-3469x262,,29,Port Jessica,Colorado,India,2023-07-13,39,4,0
CUST10330,Paul Lane MD,kwilliams@gmail.com,+1-438-929-6692x89430,,50,Murrayburgh,Utah,India,2021-12-10,36,3,1
CUST10331,Melissa Cordova,timmoreno@gmail.com,(668)849-5226,F,21,South Joyborough,Hawaii,India,2024-10-05,7,10,0
CUST10332,Lawrence Bryant,roykevin@douglas.com,+1-652-688-7187,,25,Masonbury,Arkansas,India,2023-11-17,50,4,0
CUST10333,Daniel Rojas,stevenkoch@strong.biz,164-931-4762x44294,F,43,New Shannon,Illinois,India,2022-03-06,31,3,0
CUST10334,Amy Fleming,haydencathy@meza-branch.info,315.185.5675x28483,,20,Hendersonmouth,Texas,India,2021-12-03,47,5,0
CUST10335,Amy Coleman,kingjoshua@yahoo.com,407.937.1847x098,,46,North Chadport,Idaho,India,2024-07-18,13,5,0
CUST10336,Jason Hernandez,ihill@parker.com,2995587639,M,19,Katiemouth,Hawaii,India,2023-01-28,79,6,0
CUST10337,Richard Carter,castillojohnny@reid.com,001-399-593-7088x5634,F,27,Austinland,Wyoming,India,2022-02-28,75,3,0
CUST10338,Christopher Miller,melissa45@gmail.com,5670914094,M,39,New Katie,Delaware,India,2021-12-03,13,4,0
CUST10339,Daniel Hall,kirkrussell@cook.org,(879)111-9992x9774,M,36,North Christopher,Wyoming,India,2024-04-02,85,6,0
CUST10340,Derek Freeman,ipoole@yahoo.com,(185)372-9580x203,,67,Port Christy,Washington,India,2023-02-16,29,8,0
CUST10341,Aaron English,davislisa@hotmail.com,001-424-304-8540,,60,Kaylachester,Pennsylvania,India,2023-08-28,79,4,0
CUST10342,Robert Mcmillan,adkinsanthony@crawford.com,227-381-5453x3901,,40,South Michaelton,Washington,India,2025-07-23,48,1,0
CUST10343,William Fields,rcoleman@gmail.com,001-713-707-9686x1688,M,51,Delgadotown,Connecticut,India,2023-10-31,43,5,0
CUST10344,Anthony Williams,johnyoung@parsons.biz,002-979-5762x561,,65,East Colleen,Utah,India,2022-06-27,69,6,0
CUST10345,Todd Leonard,james11@perez.net,(175)153-2795x59986,F,44,Lake Michael,Arizona,India,2025-08-13,41,5,0
CUST10346,Justin Anderson,ashleyfischer@yahoo.com,834.463.6232,M,66,South Edward,South Dakota,India,2024-03-19,39,7,0
CUST10347,Cynthia Wheeler,kanedouglas@young.com,106.649.0441,,39,North Tyler,Maryland,India,2025-06-24,84,6,0
CUST10348,Annette Thomas,harpersamuel@andrews.com,908-526-0284,F,45,Lake Marissa,Minnesota,India,2023-05-07,56,4,0
CUST10349,Christopher Kirk,louis64@gmail.com,825.346.5586x702,,22,West Rebeccahaven,North Dakota,India,2024-07-28,40,7,0
CUST10350,Theresa Hernandez,lthomas@combs.com,686.049.9856x58089,,29,New Brendatown,California,India,2023-02-02,52,8,0
CUST10351,Robert Love,jill00@weaver-gallagher.com,451-750-6600x4418,F,59,North James,Iowa,India,2022-03-18,8,5,0
CUST10352,Robert Mcdonald,melissa37@price.net,+1-217-231-7595,M,62,Port Ronald,Utah,India,2022-12-18,14,9,0
CUST10353,Gabriel Stout,wgriffith@wells.net,(044)664-8351,F,63,Daughertyland,Utah,India,2022-01-28,50,7,0
CUST10354,Devin Mason,jgeorge@williams.org,072-997-1069x6163,F,50,New Abigailfort,Tennessee,India,2024-02-18,25,5,0
CUST10355,Renee Bishop,luis26@smith-palmer.com,+1-210-678-3306,,59,Dominguezchester,Idaho,India,2023-07-13,5,3,0
CUST10356,Patrick Andersen,erin76@cooley-austin.biz,001-123-151-2073x8478,,36,West Christophermouth,Montana,India,2025-07-31,79,8,0
CUST10357,Daniel Myers,cartergregory@ayala.info,753-507-9084x22376,F,51,West Leonardview,Maine,India,2025-09-06,30,6,0
CUST10358,Krystal Powell,lshields@dominguez.info,0716008411,,46,Dillonbury,Missouri,India,2022-07-22,58,9,0
CUST10359,Lauren Chase,daniellambert@hotmail.com,(457)833-5519,M,20,Reidland,Nebraska,India,2024-04-22,48,4,0
CUST10360,Jose Jackson,milleralvin@gmail.com,001-437-972-0881x8024,,45,Hendersonhaven,Pennsylvania,India,2024-08-28,76,4,0
CUST10361,Victoria Walker,bakerryan@yahoo.com,939.186.2989x1960,F,24,Amandaborough,Tennessee,India,2024-09-22,70,5,0
CUST10362,Henry Allen,ethan65@gmail.com,(359)546-2019,M,47,Hernandezton,Montana,India,2024-06-19,27,2,0
CUST10363,Courtney Rocha,morenodavid@gmail.com,375-468-2474,F,57,Robinsonfurt,Louisiana,India,2021-11-19,33,3,0
CUST10364,Sonya Williams,lopezdeborah@chan.com,506.039.2086,M,19,North Dominicport,Mississippi,India,2024-10-29,57,3,0
CUST10365,Shelby Hensley,lhanna@allen.net,681-666-4497,F,20,New Edwardberg,Maryland,India,2025-03-11,50,3,0
CUST10366,Danielle Fowler,jason07@gmail.com,394-768-5442x478,,69,Shannonborough,Mississippi,India,2025-03-28,46,6,0
CUST10367,Michelle Howard,christopher28@pope-watson.org,743-797-4944x56024,M,32,Gonzalezville,Colorado,India,2023-05-05,40,3,0
CUST10368,Erik Black,louis25@rosario-reyes.com,(717)340-2623x283,F,65,New Kelsey,Ohio,India,2023-06-05,68,5,0
CUST10369,Robert Johnson PhD,melissabriggs@zavala.org,(947)813-8367x3081,,26,Leonardland,Nevada,India,2023-05-27,65,3,0
CUST10370,William Stephens,lisa93@koch-valdez.net,(636)808-0002x8658,M,48,Port Thomas,Missouri,India,2025-04-29,92,6,0
CUST10371,Manuel Davis,georgegraham@joyce-hardy.com,738-796-5849x66566,,25,Parkston,Montana,India,2022-03-17,76,9,0
CUST10372,Melissa Williams,vanessamichael@yahoo.com,001-857-225-9283x1227,M,68,Dickersonstad,Connecticut,India,2024-09-21,62,7,0
CUST10373,Mrs. Elizabeth Stewart,michael43@johnson.net,(201)443-6774,,45,Meganmouth,Florida,India,2023-12-18,75,4,0
CUST10374,Julie Flowers,tlewis@hotmail.com,(859)292-7998x8431,M,32,Julieborough,South Carolina,India,2023-09-13,46,7,1
CUST10375,Mark Frederick,lawrencejamie@thompson.org,131.795.4101,F,38,Crystalview,Arizona,India,2022-10-29,82,9,0
CUST10376,Joseph Swanson,aaron84@gmail.com,+1-756-172-4205,F,30,West Lisa,Illinois,India,2025-03-07,58,3,0
CUST10377,Kevin Johnston,lpalmer@gmail.com,+1-913-540-3648x8087,M,37,Penningtonstad,South Dakota,India,2025-11-06,57,4,1
CUST10378,Lisa Price,justin17@gordon-nichols.com,001-498-025-4373,,44,Joshuaside,Vermont,India,2023-12-18,24,2,0
CUST10379,Charles Moore,ydavis@gmail.com,001-724-647-8528x471,M,28,Gregoryview,Kentucky,India,2024-12-14,43,1,0
CUST10380,Nicole Hines,hdavis@richardson.com,1855897568,F,52,Hardyshire,Idaho,India,2025-03-27,55,3,0
CUST10381,Claire Shelton,kristinacraig@yahoo.com,+1-486-968-9495x40073,M,20,Amyfort,Delaware,India,2022-05-18,62,9,0
CUST10382,Frank Griffin,ashleyford@romero-mcdonald.com,450-374-4837x263,F,36,Frankburgh,West Virginia,India,2023-12-31,42,7,0
CUST10383,Ian Rodriguez,thomas16@dunn.com,001-821-603-6098x96348,,55,Hoodshire,Delaware,India,2025-04-21,73,4,1
CUST10384,Nathan Banks,clarklisa@hotmail.com,179.028.0484x246,M,35,Jacobport,New Mexico,India,2024-12-03,37,6,0
CUST10385,Kathy Obrien,jeffreybush@hotmail.com,+1-058-970-5788x65865,M,57,North Michaelberg,Louisiana,India,2024-11-26,53,5,0
CUST10386,Kari Johnson,joseedwards@gmail.com,+1-816-085-4652x7264,,65,Lake Johnbury,Michigan,India,2023-04-29,1,9,0
CUST10387,Eric Scott,matthew82@hotmail.com,314.690.6132x72400,M,61,Lake Morgan,Kentucky,India,2023-11-18,1,2,0
CUST10388,April Coffey,kimberlybrown@yahoo.com,016-911-7273,M,57,Whitehaven,Virginia,India,2023-11-07,54,8,0
CUST10389,Cody Koch,zhurst@gmail.com,001-151-352-1330x7943,M,26,East Jamie,New Hampshire,India,2022-05-10,47,6,0
CUST10390,Barbara Williams,linda32@yahoo.com,014-621-7541,M,47,East Sarahmouth,Louisiana,India,2023-07-19,41,7,0
CUST10391,Thomas Hill,jillianvargas@hotmail.com,+1-349-231-5440x85516,F,51,Lake Geoffreybury,Maine,India,2024-01-26,28,3,0
CUST10392,Debbie Duarte,james18@yahoo.com,8765640731,M,32,New Christinebury,Nebraska,India,2022-02-19,7,4,0
CUST10393,Tracy Ellison,richard36@hotmail.com,(729)016-9315,F,56,Ashleyburgh,Idaho,India,2025-04-02,38,4,0
CUST10394,Julie Trevino,erica22@wallace.com,001-859-601-5075,M,21,North Amanda,Connecticut,India,2024-06-15,39,3,0
CUST10395,Brandon Porter,clewis@hotmail.com,414.333.5816x67328,,28,Michaelmouth,Alabama,India,2023-11-18,26,5,0
CUST10396,David Moore,ayoung@hudson-foster.com,113-697-8393,F,52,Port Williamshire,Mississippi,India,2023-01-25,45,5,0
CUST10397,Lori Williams,flara@gmail.com,766.575.6061x553,,42,North Tamaraberg,Idaho,India,2022-10-07,75,10,0
CUST10398,Christopher Green,andersonsteven@gmail.com,957-408-8987,F,35,East Emily,Vermont,India,2022-05-06,100,5,0
CUST10399,James Morgan,mherring@odonnell.com,392.970.9533,M,56,Lake Aaron,Georgia,India,2024-07-16,40,5,0
CUST10400,Michael Lara,joyceclark@montgomery.net,(300)504-7491,F,36,New Tammy,Kentucky,India,2024-03-08,52,8,0
CUST10401,Jill Jones,zroberts@gmail.com,+1-268-437-8118,M,20,East Leslietown,Mississippi,India,2023-03-29,93,6,0
CUST10402,Stephanie Schmidt,brandon86@hotmail.com,001-433-501-9297x331,,23,Georgestad,Arkansas,India,2023-11-07,80,5,0
CUST10403,Kaitlin Huff,mcdonaldjustin@yahoo.com,206.491.5649x3373,F,42,Jamesshire,Utah,India,2023-12-28,37,1,0
CUST10404,Kelly Smith,leslie34@hotmail.com,(381)776-7126,M,38,Port Peggyport,Alabama,India,2022-12-06,40,1,0
CUST10405,Elizabeth Mccoy DVM,bjones@hopkins.info,(143)641-8121x167,F,59,Lake Matthewton,Massachusetts,India,2025-05-09,63,6,0
CUST10406,Trevor Sims,chandlernicholas@garcia.org,(256)644-6507,M,25,Cobbview,Louisiana,India,2022-05-10,26,5,0
CUST10407,Curtis Hopkins,gabriel44@ferguson.com,664.846.3172,,19,Derekfurt,Texas,India,2024-11-13,33,9,0
CUST10408,William Hardy,justin69@moore.com,9535044955,F,34,North Monica,Oklahoma,India,2025-10-04,100,4,0
CUST10409,Matthew Camacho,melissa93@gmail.com,756.180.2368x21128,M,50,East Anthonymouth,North Dakota,India,2024-11-05,55,10,0
CUST10410,Megan Taylor,eric35@hotmail.com,465-100-6223x6681,M,44,East Angelland,Montana,India,2022-05-02,39,5,0
CUST10411,Tony Page,hoffmanaaron@hampton-page.biz,(073)638-4211,M,46,East Kevin,Colorado,India,2025-04-20,21,7,0
